,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er,sie,es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,Bild,Bild 1,Bild 2,Bild 3,Bild 4,Infinitif
165,behalten,behalte,,behältst,,behält,behielt,,behalten,,behielte,,behalte,,,behaltet,,haben,,,,,,,garder
166,besorgen,besorge,,besorgst,,besorgt,besorgte,,besorgt,,besorgte,,besorge,besorg,,besorgt,,haben,,,,,,,obtenir
167,erkennen,erkenne,,erkennst,,erkennt,erkannte,,erkannt,,erkennte,,erkenn,erkenne,,erkennt,,haben,,,,,,,reconnaître
168,hängen,hänge,,hängst,,hängt,hängte,,gehängt,,hängte,,hänge,häng,,hängt,,haben,,,,,,,accrocher
169,fehlen,fehle,,fehlst,,fehlt,fehlte,,gefehlt,,fehlte,,fehle,,,fehlt,,haben,,,,,,,manquer
170,gehören,gehöre,,gehörst,,gehört,gehörte,,gehört,,gehörte,,gehör,gehöre,,gehört,,haben,,,,,,,appartenir
171,melden,melde,,meldest,,meldet,meldete,,gemeldet,,meldete,,melde,,,meldet,,haben,,,,,,,rapport
172,schaden,schade,,schadest,,schadet,schadete,,geschadet,,schadete,,schade,,,schadet,,haben,,,,,,,dommage
173,drehen,drehe,,drehst,,dreht,drehte,,gedreht,,drehte,,drehe,dreh,,dreht,,haben,,,,,,,tourner
174,kranken,kranke,,krankst,,krankt,krankte,,gekrankt,,krankte,,kranke,,,krankt,,haben,sein,,,,,,souffrir
175,laden,lade,,lädst,,lädt,lud,,geladen,,lüde,,lade,,,ladet,,haben,,,,,,,charger
176,erreichen,erreiche,,erreichst,,erreicht,erreichte,,erreicht,,erreichte,,erreich,erreiche,,erreicht,,haben,,"Rugby (5828939713).jpg|thumb|1|Zwei [[Spieler]] [[versuchen]] in einer [[Gasse]], den [[Ball]] zu ''erreichen''",,,,,atteindre
177,tagen,tage,,tagst,,tagt,tagte,,getagt,,tagte,,tag,tage,,tagt,,haben,,,,,,,réunions
178,triefen,triefe,,triefst,,trieft,troff,triefte,getroffen,getrieft,tröffe,triefte,trief,triefe,,trieft,,haben,,,,,,,égouttage
179,fällen,fälle,,fällst,,fällt,fällte,,gefällt,,fällte,,fälle,,,fällt,,haben,,,Faellen.jpg|120px|1|einen Baum ''fällen'',"Mengs, Urteil des Paris.jpg|thumb|2|Paris ''fällt'' ein Urteil",,,automne
180,angreifen,greife an,,greifst an,,greift an,griff an,,angegriffen,,griffe an,,greif an,,,greift an,,haben,,,,,,,attaque
181,kosten,koste,,kostest,,kostet,kostete,,gekostet,,kostete,,koste,,,kostet,,haben,,,,,,,coût
182,stören,störe,,störst,,stört,störte,,gestört,,störte,,stör,störe,,stört,,haben,,,,,,,déranger
183,bauen,baue,,baust,,baut,baute,,gebaut,,baute,,baue,bau,,baut,,haben,,,,,,,construire
184,übernehmen,übernehme,,übernimmst,,übernimmt,übernahm,,übernommen,,übernähme,,übernimm,,,übernehmt,,haben,,,,,,,reprendre
185,tanzen,tanze,,tanzt,,tanzt,tanzte,,getanzt,,tanzte,,tanze,tanz,,tanzt,,haben,,,"Angelina Sansone dans Casse-Noisette, Kansas City Ballet, -4 décembre 2013 a.jpg|thumb|1|[[Ballett]] ''tanzen''",Dance reedit 2.webm|thumb|2|Ein [[Paar]] ''tanzt'' [[Cha-Cha-Cha]],,,danse
186,antworten,antworte,,antwortest,,antwortet,antwortete,,geantwortet,,antwortete,,antworte,,,antwortet,,haben,,,,,,,répondre
187,erschießen,erschieße,,erschießt,,erschießt,erschoss,,erschossen,,erschösse,,erschieß,erschieße,,erschießt,,haben,,"Bundesarchiv Bild 101I-212-0221-06, Russland-Nord, Erschießung von Partisanen.jpg|thumb|1|[[Partisan]]en werden durch [[deutsch]]e [[Soldat]]en ''erschossen''",,,,,tirer
188,nachdenken,denke nach,,denkst nach,,denkt nach,dachte nach,,nachgedacht,,dächte nach,,denke nach,,,denkt nach,,haben,,,,,,,réflechir
189,beruhigen,beruhige,,beruhigst,,beruhigt,beruhigte,,beruhigt,,beruhigte,,beruhige,,,beruhigt,,haben,,,,,,,calme
190,weinen,weine,,weinst,,weint,weinte,,geweint,,weinte,,weine,,,weint,,haben,,Crying-girl.jpg|250px|1|''weinendes'' Mädchen,,,,,pleurer
191,stillen,stille,,stillst,,stillt,stillte,,gestillt,,stillte,,still,stille,,stillt,,haben,,,William-Adolphe Bouguereau (1825-1905) - Thirst (1886).jpg|180px|1|Eine Frau stillt ihren Durst.,Kabala mother.jpg|180px|2|eine stillende Mutter,,,allaitement maternel
192,nähen,nähe,,nähst,,näht,nähte,,genäht,,nähte,,nähe,,,näht,,haben,,,"Albert Anker - Der Dorfschneider.jpg|thumb|1|ein [[Schneider]], der ''näht''",SenegalSewing.jpg|thumb|2|sie ''näht'' an einer [[Nähmaschine]],Nähmaschine Slow Motion.webm|thumb|2|''Nähen'' mit einer [[Nähmaschine]] ([[technisch]]er [[Vorgang]]),Sutures_a_patients_hand.jpg|thumb|3|''nähen'' einer [[Wunde]] am [[Finger]],coudre
193,schwören,schwöre,,schwörst,,schwört,schwor,schwur,geschworen,,schwüre,,schwöre,,,schwört,,haben,,,,,,,jurer
194,fürchten,fürchte,,fürchtest,,fürchtet,fürchtete,,gefürchtet,,fürchtete,,fürchte,fürcht,,fürchtet,,haben,,,,,,,avoir peur
195,beschützen,beschütze,,beschützt,,beschützt,beschützte,,beschützt,,beschützte,,beschütze,,,beschützt,,haben,,,,,,,protéger
196,steigen,steige,,steigst,,steigt,stieg,,gestiegen,,stiege,,steig,steige,,steigt,,sein,,,Flying a kite 002.jpg|thumb|1|Einen [[Drachen]] ''steigen'' [[lassen]],"Fotothek df roe-neg 0003003 004 Portrait eines Mädchens in Badebekleidung aus dem Becken steigend, Bad Süd-Ost i.jpg|thumb|2|aus dem [[Wasser]] ''steigen''","Abbildung1.JPG|thumb|4|[[Kosten]], [[Nutzen]], [[Preis]]e, [[Umsatz|Umsätze]], [[etc.]] ''steigen''",,grimper
197,nähern,nähere,,näherst,,nähert,näherte,,genähert,,näherte,,nähere,,,nähert,,haben,,,,,,,approche
198,erwischen,erwische,,erwischst,,erwischt,erwischte,,erwischt,,erwischte,,erwische,,,erwischt,,haben,,,,,,,attraper
199,verändern,verändere,,veränderst,,verändert,veränderte,,verändert,,veränderte,,veränder,,,verändert,,haben,,,,,,,changement
200,merken,merke,,merkst,,merkt,merkte,,gemerkt,,merkte,,merke,merk,,merkt,,haben,,,,,,,avis
201,verlangen,verlange,,verlangst,,verlangt,verlangte,,verlangt,,verlangte,,verlange,,,verlangt,,haben,,,,,,,demande
202,beweisen,beweise,,beweist,,beweist,bewies,,bewiesen,,bewiese,,beweise,beweis,,beweist,,haben,,,,,,,prouver
203,entfernen,entferne,,entfernst,,entfernt,entfernte,,entfernt,,entfernte,,entferne,,,entfernt,,haben,,,,,,,retirer
204,mitnehmen,nehme mit,,nimmst mit,,nimmt mit,nahm mit,,mitgenommen,,nähme mit,,nimm mit,,,nehmt mit,,haben,,,,,,,emmener
205,überleben,überlebe,,überlebst,,überlebt,überlebte,,überlebt,,überlebte,,überlebe,,,überlebt,,haben,,,,,,,survivre
206,regeln,regle,regele,regelst,,regelt,regelte,,geregelt,,regelte,,regle,regele,,regelt,,haben,,,,,,,réglementer
207,sieben,siebe,,siebst,,siebt,siebte,,gesiebt,,siebte,,sieb,siebe,,siebt,,haben,,Sifting Grain (8352533158).jpg|thumb|1|[[Getreide]] ''sieben'',,,,,Sept
208,schreien,schreie,,schreist,,schreit,schrie,,geschrien,,schrie,,schreie,schrei,,schreit,,haben,,Drill sergeant screams.jpg|thumb|2|Ein [[Militärausbilder]] ''schreit'' einen [[Befehl]],,,,,crier
209,planen,plane,,planst,,plant,plante,,geplant,,plante,,plane,,,plant,,haben,,,,,,,planifier
210,aufhalten,halte auf,,hältst auf,,hält auf,hielt auf,,aufgehalten,,hielte auf,,halte auf,,,haltet auf,,haben,,,,,,,arrêt
211,irren,irre,,irrst,,irrt,irrte,,geirrt,,irrte,,irr,irre,,irrt,,haben,sein,,,,,,se tromper
212,verlieben,verliebe,,verliebst,,verliebt,verliebte,,verliebt,,verliebte,,verlieb,,,verliebt,,haben,,,,,,,tomber amoureux
213,beenden,beende,,beendest,,beendet,beendete,,beendet,,beendete,,beende,,,beendet,,haben,,,,,,,finition
214,verheiraten,verheirate,,verheiratest,,verheiratet,verheiratete,,verheiratet,,verheiratete,,verheirat,verheirate,,verheiratet,,haben,,,,,,,marier
215,erhalten,erhalte,,erhältst,,erhält,erhielt,,erhalten,,erhielte,,erhalt,erhalte,,erhaltet,,haben,,,,,,,recevoir
216,kennenlernen,lerne kennen,,lernst kennen,,lernt kennen,lernte kennen,,kennengelernt,,lernte kennen,,lerne kennen,,,lernt kennen,,haben,,,,,,,faire connaissance
217,besuchen,besuche,,besuchst,,besucht,besuchte,,besucht,,besuchte,,besuch,besuche,,besucht,,haben,,,,,,,visite
218,dienen,diene,,dienst,,dient,diente,,gedient,,diente,,diene,,,dient,,haben,,,Reeve_and_Serfs.jpg|mini|1|Leibeigene ''dienen'' ihrem Herren,Gorrila_tool_use-Efi.jpg|mini|3|ein Stock ''dient'' einem Affen als Werkzeug,"World War I veteran Joseph Ambrose, 86, at the dedication day parade for the Vietnam Veterans Memorial in 1982.jpg|mini|4|ein Mann, welcher im zweiten Weltkrieg ''gedient'' hat",,servir
219,verfolgen,verfolge,,verfolgst,,verfolgt,verfolgte,,verfolgt,,verfolgte,,verfolge,,,verfolgt,,haben,,,,,,,piste
220,wundern,wundere,,wunderst,,wundert,wunderte,,gewundert,,wunderte,,wunder,,,wundert,,haben,,Himmelsstürmer staunen.JPG|mini|2|die Damen ''wundern sich'' offensichtlich,,,,,merveille
221,weisen,weise,,weist,,weist,wies,,gewiesen,,wiese,,weis,,,weist,,haben,,,,,,,indiquer
222,verraten,verrate,,verrätst,,verrät,verriet,,verraten,,verriete,,verrate,,,verratet,,haben,,,,,,,trahi
223,zählen,zähle,,zählst,,zählt,zählte,,gezählt,,zählte,,zähle,,,zählt,,haben,,,,,,,compter
224,rennen,renne,,rennst,,rennt,rannte,,gerannt,,rennte,,renn,renne,,rennt,,sein,,,Escolares-chilenos-Talcahuano.jpg|thumb|1|[[Mädchen]] ''rennen'' auf dem [[Pausenhof]].,Women 800 m French Athletics Championships 2013 t161139.jpg|mini|1|{{K|Sport,,,courir
225,riechen,rieche,,riechst,,riecht,roch,,gerochen,,röche,,rieche,riech,,riecht,,haben,,,,,,,odeur
226,verbringen,verbringe,,verbringst,,verbringt,verbrachte,,verbracht,,verbrächte,,verbringe,verbring,,verbringt,,haben,,,,,,,dépenser
227,bestehen,bestehe,,bestehst,,besteht,bestand,,bestanden,,bestände,bestünde,besteh,bestehe,,besteht,,haben,,,,,,,consister
228,treten,trete,,trittst,,tritt,trat,,getreten,,träte,,tritt,,,tretet,,haben,sein,,,,,,étape
229,verhaften,verhafte,,verhaftest,,verhaftet,verhaftete,,verhaftet,,verhaftete,,verhafte,verhaft,,verhaftet,,haben,sein,ICE.XCheckII.arrestcuffs.jpg|thumb|1|ein [[Mann]] wird ''verhaftet'',,,,,arrêter
230,zurückkommen,komme zurück,,kommst zurück,,kommt zurück,kam zurück,,zurückgekommen,,käme zurück,,komm zurück,,,kommt zurück,,sein,,,,,,,Revenir
231,erlauben,erlaube,,erlaubst,,erlaubt,erlaubte,,erlaubt,,erlaubte,,erlaube,,,erlaubt,,haben,,,,,,,permettre
232,schulden,schulde,,schuldest,,schuldet,schuldete,,geschuldet,,schuldete,,schuld,schulde,,schuldet,,haben,,,,,,,dettes
233,besitzen,besitze,,besitzt,,besitzt,besaß,,besessen,,besäße,,besitze,besitz,,besitzt,,haben,,,,,,,propre
234,meistern,meistere,,meisterst,,meistert,meisterte,,gemeistert,,meisterte,,meistere,,,meistert,,haben,,,,,,,maître
235,nötigen,nötige,,nötigst,,nötigt,nötigte,,genötigt,,nötigte,,nötige,,,nötigt,,haben,,,,,,,nécessiter
236,behandeln,behandele,behandle,behandelst,,behandelt,behandelte,,behandelt,,behandelte,,behandele,behandle,,behandelt,,haben,,,,,,,traiter
237,spüren,spüre,,spürst,,spürt,spürte,,gespürt,,spürte,,spüre,,,spürt,,haben,,,,,,,sens
238,handeln,handle,handele,handelst,,handelt,handelte,,gehandelt,,handelte,,handle,handel,,handelt,,haben,,,,,,,acte
239,teilen,teile,,teilst,,teilt,teilte,,geteilt,,teilte,,teile,,,teilt,,haben,,,,,,,diviser
240,bieten,biete,,bietest,beutst,bietet,bot,,geboten,,böte,,biete,beut,,bietet,,haben,,"Bundesarchiv B 145 Bild-F019013-0008, Bremerhaven, Fischereihafen, Auktion.jpg|260px|10|Ein Mann bietet per Handzeichen bei einer Fischauktion.",,,,,offre
241,überraschen,überrasche,,überraschst,überrascht,überrascht,überraschte,,überrascht,,überraschte,,überrasche,,,überrascht,,haben,,,,,,,de surprendre
242,leiden,leide,,leidest,,leidet,litt,,gelitten,,litte,,leide,''selten:'' leid,,leidet,,haben,,,,,,,Souffrir
243,überprüfen,überprüfe,,überprüfst,,überprüft,überprüfte,,überprüft,,überprüfte,,überprüfe,,,überprüft,,haben,,,,,,,vérifier
244,atmen,atme,,atmest,,atmet,atmete,,geatmet,,atmete,,atme,,,atmet,,haben,,,,,,,respirer
245,wählen,wähle,,wählst,,wählt,wählte,,gewählt,,wählte,,wähle,,,wählt,,haben,,,,,,,choisir
246,überlegen,überlege,,überlegst,,überlegt,überlegte,,überlegt,,überlegte,,überlege,,,überlegt,,haben,,,,,,,supérieur
247,rücken,rücke,,rückst,,rückt,rückte,,gerückt,,rückte,,rücke,rück,,rückt,,haben,sein,,,,,,dos
248,zwingen,zwinge,,zwingst,,zwingt,zwang,,gezwungen,,zwänge,,zwinge,zwing,,zwingt,,haben,,,,,,,forcer
249,jagen,jage,,jagst,,jagt,jagte,,gejagt,,jagte,,jag,jage,,jagt,,haben,,,,,,,chasser
250,bekennen,bekenne,,bekennst,,bekennt,bekannte,,bekannt,,bekennte,,bekenne,bekenn,,bekennt,,haben,,,,,,,confesser
251,annehmen,nehme an,,nimmst an,,nimmt an,nahm an,,angenommen,,nähme an,,nimm an,,,nehmt an,,haben,,Germany and Argentina face off in the final of the World Cup 2014 -2014-07-13 (6).jpg|thumb|5|einen [[Ball]] aus der [[Luft]] ''annehmen'' und [[sofort]] [[aufs]] [[Tor]] [[schießen]],,,,,supposer
252,herkommen,komme her,,kommst her,,kommt her,kam her,,hergekommen,,käme her,,komm her,komme her,,kommt her,,sein,,,,,,,venez ici
253,schnappen,schnappe,,schnappst,,schnappt,schnappte,,geschnappt,,schnappte,,schnapp,schnappe,,schnappt,,sein,haben,,,,,,instantané
254,verzeihen,verzeihe,,verzeihst,,verzeiht,verzieh,,verziehen,,verziehe,,verzeihe,verzeih,,verzeiht,,haben,,,,,,,pardon
255,ermorden,ermorde,,ermordest,,ermordet,ermordete,,ermordet,,ermordete,,ermorde,,,ermordet,,haben,,,,,,,assassiner
256,beschäftigen,beschäftige,,beschäftigst,,beschäftigt,beschäftigte,,beschäftigt,,beschäftigte,,beschäftige,,,beschäftigt,,haben,,,,,,,occuper
257,überzeugen,überzeuge,,überzeugst,,überzeugt,überzeugte,,überzeugt,,überzeugte,,überzeuge,überzeug,,überzeugt,,haben,,,,,,,convaincre
258,lösen,löse,,löst,,löst,löste,,gelöst,,löste,,löse,lös,,löst,,haben,,,,,,,résoudre
259,schneiden,schneide,,schneidest,,schneidet,schnitt,,geschnitten,,schnitte,,schneide,,,schneidet,,haben,,,Matlagning (2).jpg|mini|3|Jemand ''schneidet'' eine Zwiebel.,Cut finger.jpg|mini|2|in den Finger ''geschnitten'',Furrier is cutting.jpg|mini|3|mit einem Cutter Leder in Streifen ''schneiden'',Circle cut by vertical line.svg|mini|6|Zwei Geraden ''schneiden'' senkrecht einen Kreis,couper
260,enden,ende,,endest,,endet,endete,,geendet,,endete,,ende,,,endet,,haben,,,,,,,finir
261,nutzen,nutze,,nutzt,,nutzt,nutzte,,genutzt,,nutzte,,nutze,,,nutzt,,haben,,,,,,,utiliser
262,wirken,wirke,,wirkst,,wirkt,wirkte,,gewirkt,,wirkte,,wirk,,,wirkt,,haben,,,,,,,travaux
263,süßen,süße,,süßt,,süßt,süßte,,gesüßt,,süßte,,süß,süße,,süßt,,haben,,,,,,,sucrer
264,beobachten,beobachte,,beobachtest,,beobachtet,beobachtete,,beobachtet,,beobachtete,,beobachte,,,beobachtet,,haben,,,,,,,observer
265,feiern,feiere,,feierst,,feiert,feierte,,gefeiert,,feierte,,feier,feiere,,feiert,,haben,,"Hen party in San Francisco, USA-1Aug2010.jpg|thumb|1|''Feiern'' am [[Abend]] [[vor]] der [[Hochzeit]]",,,,,célébrer
266,schützen,schütze,,schützt,,schützt,schützte,,geschützt,,schützte,,schütze,schütz,,schützt,,haben,,,,,,,protéger
267,aufgeben,gebe auf,,gibst auf,,gibt auf,gab auf,,aufgegeben,,gäbe auf,,gib auf,,,gebt auf,,haben,,,,,,,abandonner
268,gebären,gebäre,,gebierst,gebärst,gebiert,gebar,,geboren,,gebäre,,gebier,gebär,,gebärt,,haben,,,,,,,donner naissance
269,schreiten,schreite,,schreitest,,schreitet,schritt,,geschritten,,schritte,,schreite,,,schreitet,,sein,,,,,,,étape
270,leisten,leiste,,leistest,,leistet,leistete,,geleistet,,leistete,,leiste,,,leistet,,haben,,,,,,,permettre
271,einladen,lade ein,,lädst ein,,lädt ein,lud ein,,eingeladen,,lüde ein,,lade ein,,,ladet ein,,haben,,,,,,,inviter
272,herzen,herze,,herzt,,herzt,herzte,,geherzt,,herzte,,herz,herze,,herzt,herzet,haben,,,,,,,cœurs
273,springen,springe,,springst,,springt,sprang,,gesprungen,,spränge,,springe,spring,,springt,,sein,,,3000WSP final 3.JPG|thumb|1|über eine [[Hürde]] ''springen'',Boy's longjump at beach(14845923272).jpg|thumb|1|Ein [[Junge]] ''springt'' so [[weit]] er [[können|kann]].,Polar bear (Ursus maritimus) in the drift ice region north of Svalbard.jpg|thumb|1|Ein [[Eisbär]] ''springt'' von einer [[Eisscholle]] auf eine andere.,,saut
274,landen,lande,,landest,,landet,landete,,gelandet,,landete,,lande,,,landet,,sein,,Women heptathlon LJ French Athletics Championships 2013 t144222.jpg|thumb|2|im [[Sand]] ''landen'' beim [[Weitsprung]],,,,,atterrir
275,träumen,träume,,träumst,,träumt,träumte,,geträumt,,träumte,,träume,träum,,träumt,,haben,,,,,,,rêve
276,gebrauchen,gebrauche,,gebrauchst,,gebraucht,gebrauchte,,gebraucht,,gebrauchte,,gebrauche,,,gebraucht,,haben,,,,,,,utiliser
277,feuern,feuere,,feuerst,,feuert,feuerte,,gefeuert,,feuerte,,feuer,feuere,,feuert,,haben,,,,,,,tirer
278,schenken,schenke,,schenkst,,schenkt,schenkte,,geschenkt,,schenkte,,schenk,schenke,,schenkt,,haben,,,,,,,donner
279,trennen,trenne,,trennst,,trennt,trennte,,getrennt,,trennte,,trenne,,,trennt,,haben,,,,,,,séparé
280,warnen,warne,,warnst,,warnt,warnte,,gewarnt,,warnte,,warne,,,warnt,,haben,,,,,,,avertir
281,treiben,treibe,,treibst,,treibt,trieb,,getrieben,,triebe,,treib,treibe,,treibt,,haben,sein,,Caçarelhos48.jpg|thumb|1|[[Hirte]]n ''treiben'' [[Rind]]er die [[Straße]] [[hinunter]],A view of Phewa Lake at Morning time.JPG|thumb|6|[[Boot]]e ''treiben'' auf einem [[See]],0 Le dinandier Guy Clabots - Leffe (1).JPG|thumb|8|ein [[Kupferschmied]] ''treibt'' ein [[Werkstück]] in [[Form]],Sexual scene at a red-figure tondo of a kylix at the Museo nazionale (Tarquinia).jpg|thumb|9|schon die [[alt]]en [[Grieche]]n ''trieben'' es [[heftig]] [[miteinander]],conduire
282,erwähnen,erwähne,,erwähnst,,erwähnt,erwähnte,,erwähnt,,erwähnte,,erwähne,,,erwähnt,,haben,,,,,,,mention
283,aufnehmen,nehme auf,,nimmst auf,,nimmt auf,nahm auf,,aufgenommen,,nähme auf,,nimm auf,,,nehmt auf,,haben,,,,,,,enregistrer
284,entdecken,entdecke,,entdeckst,,entdeckt,entdeckte,,entdeckt,,entdeckte,,entdecke,,,entdeckt,,haben,,,,,,,découvrir
285,wüten,wüte,,wütest,,wütet,wütete,,gewütet,,wütete,,wüte,wütete,,wütet,,haben,,,,,,,rage
286,ergeben,ergebe,,ergibst,,ergibt,ergab,,ergeben,,ergäbe,,ergib,,,ergebt,ergebet,haben,,,,,,,résultat
287,wachsen,wachse,,wächst,,wächst,wuchs,,gewachsen,,wüchse,,wachse,wachs,,wachst,,sein,,,,,,,grandir
288,mitbringen,bringe mit,,bringst mit,,bringt mit,brachte mit,,mitgebracht,,brächte mit,,bringe mit,,,bringt mit,,haben,,,,,,,apporter
289,ankommen,komme an,,kommst an,,kommt an,kam an,,angekommen,,käme an,,komm an,komme an,,kommt an,,sein,,Charles_Meynier_-_Napoleon_in_Berlin.png|thumb|1|[[W:Napoleon Bonaparte|Napoleon]] ''kommt'' in [[Berlin]] ''an.'',,,,,arriver
290,schlampen,schlampe,,schlampst,,schlampt,schlampte,,geschlampt,,schlampte,,schlampe,schlamp,,schlampt,,haben,,,,,,,salopes
291,genießen,genieße,,genießt,,genießt,genoss,,genossen,,genösse,,genieß,genieße,,genießt,,haben,,,,,,,apprécier
292,passen,passe,,passt,,passt,passte,,gepasst,,passte,,pass,,,passt,,haben,,,,,,,ajuster
293,rauchen,rauche,,rauchst,,raucht,rauchte,,geraucht,,rauchte,,rauche,,,raucht,,haben,,,"Lewis Hine - Newsies at Skeeters Branch, St. Louis, Missouri - Google Art Project.jpg|mini|1|drei Jungen rauchen (1905–1915)","THE UNITED STATES STEEL CORPORATION, JEFFERSON COUNTY'S LARGEST EMPLOYER, HAS TWO PLANTS IN OPERATION, ONE IN... - NARA - 545472.tif|mini|2|ein Schornstein ''raucht''",,,fumée
294,packen,packe,,packst,,packt,packte,,gepackt,,packte,,pack,packe,,packt,,haben,,,,,,,paquet
295,verbinden,verbinde,,verbindest,,verbindet,verband,,verbunden,,verbände,,verbinde,,,verbindet,,haben,,,Boy receiving treatment after Haiti earthquake.jpg|thumb|1|Einem [[Junge]]n wird [[notdürftig]] der [[Kopf]] ''verbunden.'',Apple-iphone-smartphone-desk-1 (24217686692).jpg|thumb|2|Das [[Smartphone]] wurde mit dem [[Laptop]] ''verbunden.'',,,connecter
296,erleben,erlebe,,erlebst,,erlebt,erlebte,,erlebt,,erlebte,,erlebe,,,erlebt,,haben,,,,,,,expérience
297,lächeln,lächle,,lächelst,,lächelt,lächelte,,gelächelt,,lächelte,,lächle,,,lächelt,,haben,,,,,,,sourire
298,vergeben,vergebe,,vergibst,,vergibt,vergab,,vergeben,,vergäbe,,vergib,,,vergebt,,haben,,,,,,,pardonner
299,vorbereiten,bereite vor,,bereitest vor,,bereitet vor,bereitete vor,,vorbereitet,,bereitete vor,,bereite vor,,,bereitet vor,,haben,,,,,,,préparer
300,beeilen,beeile,,beeilst,,beeilt,beeilte,,beeilt,,beeilte,,beeile,,,beeilt,,haben,,,,,,,dépêche-toi
301,ausgehen,gehe aus,,gehst aus,,geht aus,ging aus,,ausgegangen,,ginge aus,,geh aus,gehe aus,,geht aus,,sein,,,,,,,sortir
302,verfluchen,verfluche,,verfluchst,,verflucht,verfluchte,,verflucht,,verfluchte,,verfluch,verfluche,,verflucht,,haben,,,,,,,maudire
303,aufregen,rege auf,,regst auf,,regt auf,regte auf,,aufgeregt,,regte auf,,reg auf,rege auf,,regt auf,,haben,,,,,,,exciter
304,trauen,traue,,traust,,traut,traute,,getraut,,traute,,trau,traue,,traut,,haben,,,,,,,confiance
305,geraten,gerate,,gerätst,,gerät,geriet,,geraten,,geriete,,gerate,gerat,,geratet,,sein,,,,,,,dispositifs
306,befinden,befinde,,befindest,,befindet,befand,,befunden,,befände,,befinde,,,befindet,,haben,,,,,,,condition
307,unterscheiden,unterscheide,,unterscheidest,,unterscheidet,unterschied,,unterschieden,,unterschiede,,unterscheide,,,unterscheidet,,haben,,,,,,,différencier
308,unternehmen,unternehme,,unternimmst,,unternimmt,unternahm,,unternommen,,unternähme,,unternimm,,,unternehmt,,haben,,,,,,,entreprise
309,stöhnen,stöhne,,stöhnst,,stöhnt,stöhnte,,gestöhnt,,stöhnte,,stöhne,stöhn,,stöhnt,,haben,,,,,,,gémir
310,schmecken,schmecke,,schmeckst,,schmeckt,schmeckte,,geschmeckt,,schmeckte,,schmecke,schmeck,,schmeckt,,haben,,,,,,,bon goût
311,abholen,hole ab,,holst ab,,holt ab,holte ab,,abgeholt,,holte ab,,hole ab,,,holt ab,,haben,,,,,,,ramasser
312,abhauen,haue ab,,haust ab,,haut ab,hieb ab,haute  ab,abgehauen,abgehaut,hiebe ab,haute ab,hau ab,,,haut ab,,haben,,,,,,,fuyez
313,vergnügen,vergnüge,,vergnügst,,vergnügt,vergnügte,,vergnügt,,vergnügte,,vergnüg,vergnüge,,vergnügt,,haben,,,,,,,jouissance
314,auftauchen,tauche auf,,tauchst auf,,taucht auf,tauchte auf,,aufgetaucht,,tauchte auf,,tauche auf,,,taucht auf,,sein,,,,,,,venez
315,beten,bete,,betest,,betet,betete,,gebetet,,betete,,bete,,,betet,,haben,,,,,,,prier
316,dringen,dringe,,dringst,,dringt,drang,,gedrungen,,dränge,,dring,dringe,,dringt,,sein,,,,,,,pénétrer
317,erwachsen,erwachse,,erwächst,,erwächst,erwuchs,,erwachsen,,erwüchse,,erwachse,,,erwachst,,sein,,,,,,,adulte
318,nerven,nerve,,nervst,,nervt,nervte,,genervt,,nervte,,nerve,,,nervt,,haben,,,,,,,ennuyer
319,klingeln,klingele,klingle,klingelst,,klingelt,klingelte,,geklingelt,,klingelte,,klingle,,,klingelt,,haben,,,"Solvay House - Detail (Victor Horta, arch.).jpg|mini|1|hier kann man an der Tür ''klingeln''",Rotterdam Hotel New York 09.JPG|mini|1|hier kann man am Empfang ''klingeln'',,,anneau
